exp	sub	code	rev	comp	runtime	trialtime	nstim	refreshdur	cuedur	gapdur	gapOnsetRange	durPostProbe	gapOnsetTime	blocktype	prac	trial	ntargets	soa	probeTarget	resp	acc	rt	pts	tpts	meanFrameDur	minFrameDur	maxFrameDur
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.113942	8	0.011765	60	0	60-180	60	70	NoGap	1	1	2	1	1	target	1	1449	276	276	11.936	11.755	23.524
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.113953	8	0.011765	60	0	60-180	60	104	NoGap	1	2	2	1	1	target	1	343	829	1105	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114003	8	0.011765	60	0	60-180	60	83	NoGap	1	3	2	3	0	distractor	1	649	676	1781	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114013	8	0.011765	60	0	60-180	60	128	NoGap	1	4	2	0	1	target	1	390	805	2586	11.765	11.754	11.777
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114021	8	0.011765	60	0	60-180	60	151	NoGap	1	5	2	1	0	target	0	555	-1000	1586	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114028	8	0.011765	60	0	60-180	60	149	NoGap	1	6	2	45	1	target	1	332	834	2420	11.765	11.753	11.777
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114035	8	0.011765	60	0	60-180	60	179	NoGap	1	7	2	0	1	distractor	0	473	-1000	1420	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114041	8	0.011765	60	0	60-180	60	105	NoGap	1	8	2	0	0	distractor	1	473	764	2184	11.765	11.754	11.777
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114052	8	0.011765	60	0	60-180	60	129	NoGap	1	9	2	0	0	distractor	1	426	787	2971	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114059	8	0.011765	60	0	60-180	60	61	NoGap	1	10	2	0	0	distractor	1	590	705	3676	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114104	8	0.011765	60	0	60-180	60	157	NoGap	1	11	2	45	1	distractor	0	426	-1000	2676	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114112	8	0.011765	60	0	60-180	60	79	NoGap	1	12	2	45	0	distractor	1	591	705	3381	11.765	11.755	11.777
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114118	8	0.011765	60	0	60-180	60	143	NoGap	1	13	2	0	1	target	1	543	729	4110	11.765	11.730	11.799
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114125	8	0.011765	60	0	60-180	60	107	NoGap	1	14	2	45	0	distractor	1	579	711	4821	11.765	11.714	11.814
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114132	8	0.011765	60	0	60-180	60	149	NoGap	1	15	2	45	0	distractor	1	543	729	5550	11.765	11.754	11.777
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114139	8	0.011765	60	0	60-180	60	166	NoGap	1	16	2	1	0	distractor	1	461	770	6320	11.765	11.754	11.778
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114145	8	0.011765	60	0	60-180	60	74	NoGap	1	17	2	0	1	target	1	673	664	6984	11.765	11.755	11.775
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114151	8	0.011765	60	0	60-180	60	71	NoGap	1	18	2	1	1	target	1	449	776	7760	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114157	8	0.011765	60	0	60-180	60	120	NoGap	1	19	2	3	0	distractor	1	543	729	8489	11.765	11.753	11.775
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114203	8	0.011765	60	0	60-180	60	143	NoGap	1	20	2	45	0	distractor	1	496	752	9241	11.765	11.754	11.777
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114209	8	0.011765	60	0	60-180	60	134	NoGap	1	21	2	1	1	target	1	473	764	10005	11.765	11.745	11.782
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114215	8	0.011765	60	0	60-180	60	150	NoGap	1	22	2	1	0	distractor	1	449	776	10781	11.765	11.754	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114222	8	0.011765	60	0	60-180	60	148	NoGap	1	23	2	1	0	distractor	1	473	764	11545	11.765	11.753	11.776
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114228	8	0.011765	60	0	60-180	60	167	NoGap	1	24	2	45	1	target	1	379	811	12356	11.765	11.736	11.796
ProbeTrack12	4	ProbeTrack	11.3	WolfelabSpurzheim	20101019.113842	20101019.114235	8	0.011765	60	0	60-180	60	72	NoGap	1	25	2	45	1	target	1	461	770	13126	11.765	11.753	11.776
